ID,ACCELERATION__range_count__max_1__min_-1,VELOCITY__range_count__max_1__min_-1,level_0__abs_energy,"level_0__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max""","level_0__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""","level_0__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""","level_0__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""max""","level_0__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""mean""","level_0__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min""","level_0__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max""","level_0__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""","level_0__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""",level_0__c3__lag_1,level_0__c3__lag_2,level_0__c3__lag_3,"level_0__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_10__w_5__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_1__w_10__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_1__w_5__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_6__w_5__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_7__w_5__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)","level_0__cwt_coefficients__coeff_9__w_5__widths_(2, 5, 10, 20)","level_0__fft_aggregated__aggtype_""kurtosis""","level_0__linear_trend__attr_""intercept""",level_0__minimum,level_0__time_reversal_asymmetry_statistic__lag_1,level_0__time_reversal_asymmetry_statistic__lag_2,level_0__time_reversal_asymmetry_statistic__lag_3
CONTROL12_IZDA,40.0,40.0,7265477275.0,6894.0,6889.5,6885.0,6934.0,6909.5,6885.0,6889.0,6887.0,6885.0,337118980342.5,337117936417.5,337116892492.5,11716.632136704899,3609.9627030360357,11323.273705113419,12573.383472297359,11017.817008571568,13342.400900905039,13971.654909331359,1186.0916996153958,14563.497392476813,1881.0621661508387,1277.1566407318778,2598.806016695369,2621.6122233954998,4905.998102071342,3844.631706073728,5140.527259839253,7752.688399647369,6396.808580046165,9457.418074310883,7604.271237950327,7795.490512436434,10319.422200022918,8754.327123361096,7017.725669604626,10953.992824084047,9758.249030744713,11.288541757238951,10776.48171728818,4746.984596689654,252.11684027229012,6885.0,6885.0,193745862.0,387491332.0,581236418.0
CONTROL13_DCHA,52.0,52.0,7582029775.0,7044.0,7039.5,7035.0,7084.0,7059.5,7035.0,7039.0,7037.0,7035.0,359388530917.5,359387464492.5,359386398067.5,11973.40648513432,3688.645662637096,11570.312406239635,12848.786132417035,11258.164998995957,13634.517752981616,14277.438571051922,1211.9416111590094,14882.130812918565,1922.641014346589,1306.6713272738389,2655.6353889128122,2680.4135944273785,5013.084842979301,3930.0698412349916,5254.186004285674,7921.7577693816975,6537.820779726579,9663.975881182825,7771.569332544985,7965.442206310075,10544.730052072733,8946.656602809151,7170.707911318707,11193.09301974424,9972.422512607714,11.534520545203685,11012.8078105523,4850.4543033865375,257.4874037132038,7035.0,7035.0,202187262.0,404374132.0,606560618.0
CONTROL13_DCHA_aug0_004,139.0,139.0,168936287275.0,33494.0,33489.5,33485.0,33534.0,33509.5,33485.0,33489.0,33487.0,33485.0,37796236360642.5,37796231326717.5,37796226292792.5,57251.28325823261,17563.074205624267,55131.47003817062,61411.455200162956,53639.52731049687,65144.456002452884,68197.29092112444,5770.142680014525,71067.82395080286,9254.37791286373,6511.09438751229,12676.54802325651,13049.055353045946,23896.046823083467,18995.661007989544,25296.01127500961,37734.32329920233,31402.971990042664,46087.00249293155,37271.800012747866,37933.59089269625,50274.01463019348,42860.754812158135,34146.576533567255,53354.42752115345,47738.34648110163,54.90878015650513,52684.975589443224,23095.61258427048,1204.5234041660997,33485.0,33485.0,4504967462.0,9009934532.0,13514901218.0
CONTROL13_DCHA_aug0_024,139.0,139.0,200467902175.0,36492.0,36487.5,36483.0,36532.0,36507.5,36483.0,36487.0,36485.0,36483.0,48857500492657.5,48857495009032.5,48857489525407.5,62383.346568847395,19135.684291517493,60068.95021134773,66915.83636708443,58443.28247911247,70982.89815261964,74308.88704004779,6286.796245399385,77436.24391403185,10085.40049213636,7100.994589197449,13812.377742642757,14224.298755402719,26036.353818030555,20703.284536077357,27567.67071401378,41113.45643562576,34221.33582098731,50215.404526278195,40615.53126338047,41330.35874758417,54777.16756649645,46704.78000806109,37204.18160462589,58133.24343174725,52018.96047193593,59.82507619865204,57408.34644014703,25163.627122118884,1311.8667195499902,36483.0,36483.0,5345810526.0,10691620660.0,16037430410.0
CONTROL13_IZDA,37.0,37.0,7905332275.0,7194.0,7189.5,7185.0,7234.0,7209.5,7185.0,7189.0,7187.0,7185.0,382617863992.5,382616775067.5,382615686142.5,12230.180833564002,3767.328622238165,11817.351107365876,13124.188792536452,11498.512989420324,13926.634605058,14583.222232772614,1237.7915227026067,15200.764233360254,1964.2198625423391,1336.1860138159302,2712.4647611302553,2739.2149654593227,5120.171583887276,4015.5079763960603,5367.8447487320955,8090.827139116058,6678.832979407057,9870.53368805472,7938.867427139772,8135.393900183727,10770.037904122617,9138.986082257336,7323.6901530327805,11432.193215404386,10186.595994470586,11.780499333173553,11249.133903816293,4953.924010083423,262.8579750641791,7185.0,7185.0,210808662.0,421616932.0,632424818.0
CONTROL14_DCHA,50.0,50.0,8235384775.0,7344.0,7339.5,7335.0,7384.0,7359.5,7335.0,7339.0,7337.0,7335.0,406827229567.5,406826118142.5,406825006717.5,12486.955181993748,3846.011581839217,12064.389808492184,13399.591452655997,11738.860979844745,14218.751457134447,14889.005894493046,1263.6414342462144,15519.397653802072,2005.7987107380893,1365.7007003578915,2769.2941333477147,2798.016336491136,5227.258324795252,4100.946111557324,5481.503493178517,8259.89650885037,6819.845179087471,10077.091494926615,8106.165521734495,8305.345594057359,10995.345756172408,9331.31556170539,7476.672394746862,11671.293411064602,10400.769476333588,12.02647812113442,11485.45999708022,5057.393716780311,268.2285538425186,7335.0,7335.0,219610062.0,439219732.0,658829018.0
CONTROL14_DCHA_aug0_002,48.0,49.0,165929432275.0,33194.0,33189.5,33185.0,33234.0,33209.5,33185.0,33189.0,33187.0,33185.0,36791652746992.5,36791647758067.5,36791642769142.5,56737.73456137338,17405.708286422203,54637.3926359183,60860.64987992295,53158.83132964789,64560.22229830116,67585.72359768306,5718.4428569273205,70430.55710992002,9171.220216472324,6452.065014428237,12562.889278821804,12931.452610982058,23681.873341267583,18824.784737666756,25068.693786117547,37396.18455973372,31120.947590681575,45673.88687918794,36937.20382355777,37593.68750494893,49823.3989260938,42476.09585326099,33840.6120501391,52876.22712983278,47309.99951737758,54.41682258057567,52212.32340291446,22888.67317087668,1193.7819131442923,33185.0,33185.0,4424784662.0,8849568932.0,13274352818.0
CONTROL14_IZDA,42.0,42.0,8513909319.0,7494.108333333334,7489.554166666666,7485.0,7534.166666666667,7509.583333333333,7485.0,7489.060215053763,7487.030107526882,7485.0,431950604038.0,431949477747.0,431948351456.0,12743.72953236959,3924.694541440289,12311.428509618388,13674.99411550479,11979.208970269134,14510.868313027144,15194.789561536545,1289.4913457898176,15838.031080987548,2047.3775589338395,1395.215386986862,2826.1235055651578,2856.8177076479647,5334.3450657031935,4186.384246897357,5595.162237857527,8428.965878584715,6960.8573791223,10283.649301798487,8273.463616832598,8475.29728793098,11220.653608222292,9523.645041866832,7629.654636460947,11910.393606724749,10614.942959204714,12.272456909104289,11721.78609163803,5160.863423477188,276.0337723864193,7485.0,7485.0,228561126.66666666,457121864.0,685682220.0
CONTROL15_DCHA,84.0,84.0,8913427075.0,7643.0,7638.5,7634.0,7683.0,7658.5,7634.0,7638.0,7636.0,7634.0,458088766699.5,458087610424.5,458086454149.5,12998.792049863752,4002.852947977342,12556.820286070593,13948.560755160885,12217.954640757347,14801.037715606693,15498.534660189634,1315.1689245897976,16154.540271882475,2088.6792148083555,1424.533308864782,2882.57401530118,2915.227069414623,5440.7178950051,4271.252794311772,5708.063257108648,8596.908119187468,7100.929497117073,10488.830056624614,8439.646390293407,8644.115970512175,11444.459407925167,9714.692324071908,7781.616996563573,12147.899801080466,10827.688616846983,12.516795838481059,11956.536676319794,5263.6433321294335,278.9339279693363,7634.0,7634.0,237691190.0,475381988.0,713072402.0
CONTROL15_IZDA,56.0,56.0,9263684575.0,7793.0,7788.5,7784.0,7833.0,7808.5,7784.0,7788.0,7786.0,7784.0,485352724174.5,485351545399.5,485350366624.5,13255.566398293173,4081.535907578402,12803.858987196774,14223.96341528043,12458.302631181781,15093.154567683272,15804.318321910197,1341.0188361334037,16473.173692324097,2130.2580630040597,1454.0479954070684,2939.403387518615,2974.028440446307,5547.804635913084,4356.690929473296,5821.722001554808,8765.977488921797,7241.941696797421,10695.387863496488,8606.944484888063,8814.067664385813,11669.767259974982,9907.021803520289,7934.5992382776585,12386.999996740591,11041.862098709853,12.762774626449634,12192.862769583786,5367.113038826315,284.3045264599263,7784.0,7784.0,247031390.0,494062388.0,741093002.0
CONTROL15_IZDA_aug0_026,56.0,56.0,203771577175.0,36792.0,36787.5,36783.0,36832.0,36807.5,36783.0,36787.0,36785.0,36783.0,50070205385707.5,50070199857082.5,50070194328457.5,62896.895265706364,19293.050210719648,60563.02761360023,67466.64168732364,58923.978459961,71567.13185677344,74920.45436348814,6338.496068486555,78073.5107549147,10168.558188527399,7160.023962282023,13926.036487077594,14341.901497466606,26250.5272998467,20874.160806399104,27794.988202906883,41451.59517509457,34503.36022034892,50628.520140022265,40950.127452569526,41670.26213533141,55227.78327059594,47089.438966957205,37510.146088054054,58611.44382306809,52447.30743566154,60.31703377459695,57880.998626675275,25370.56653551269,1322.608213447302,36783.0,36783.0,5433908526.0,10867816660.0,16301724410.0
CONTROL16_DCHA,60.0,60.0,9620692075.0,7943.0,7938.5,7934.0,7983.0,7958.5,7934.0,7938.0,7936.0,7934.0,513677579149.5,513676377874.5,513675176599.5,13512.34074672266,4160.218867179464,13050.897688323072,14499.366075399845,12698.6506216061,15385.271419759654,16110.101983630955,1366.868747677006,16791.807112765786,2171.83691119981,1483.5626819490947,2996.2327597360418,3032.8298114783806,5654.891376821026,4442.1290646341695,5935.3807460013595,8935.046858656133,7382.953896477965,10901.945670368545,8774.242579483047,8984.019358259453,11895.075112024751,10099.351282968018,8087.58147999174,12626.100192400807,11256.035580572985,13.008753414415652,12429.188862847974,5470.582745523188,289.67513079867206,7934.0,7934.0,256551590.0,513102788.0,769653602.0
CONTROL16_IZDA,60.0,60.0,9984449575.0,8093.0,8088.5,8084.0,8133.0,8108.5,8084.0,8088.0,8086.0,8084.0,543083581624.5,543082357849.5,543081134074.5,13769.115095152667,4238.90182678052,13297.936389449345,14774.768735519521,12938.99861203049,15677.388271835907,16415.885645351387,1392.7186592206058,17110.440533207668,2213.415759395514,1513.077368491121,3053.062131953558,3091.6311825100643,5761.978117728977,4527.567199795433,6049.039490447781,9104.11622839047,7523.966096158249,11108.503477240392,8941.540674077705,9153.971052133118,12120.382964074795,10291.680762416268,8240.563721705801,12865.200388060885,11470.20906243566,13.254732202381666,12665.514956111965,5574.052452220096,295.04574066157886,8084.0,8084.0,266251790.0,532503188.0,798754202.0
CONTROL17_DCHA,54.0,54.0,10354957075.0,8243.0,8238.5,8234.0,8283.0,8258.5,8234.0,8238.0,8236.0,8234.0,573590981599.5,573589735324.5,573588489049.5,14025.889443582153,4317.584786381583,13544.975090575643,15050.171395639132,13179.346602454912,15969.505123912291,16721.669307072472,1418.5685707642172,17429.0739536489,2254.9946075912644,1542.5920550328867,3109.891504170993,3150.432553542268,5869.06485863696,4613.005334956566,6162.698234894072,9273.185598124806,7664.978295839052,11315.061284112358,9108.838768672233,9323.922746006734,12345.69081612445,10484.010241864453,8393.545963419898,13104.3005837211,11684.382544298598,13.500710990343823,12901.841049375958,5677.52215891697,300.4163557481434,8234.0,8234.0,276131990.0,552263588.0,828394802.0
CONTROL17_IZDA,47.0,47.0,10732214575.0,8393.0,8388.5,8384.0,8433.0,8408.5,8384.0,8388.0,8386.0,8384.0,605220029074.5,605218760299.5,605217491524.5,14282.663792011836,4396.267745982653,13792.013791701847,15325.574055758743,13419.694592879312,16261.621975988608,17027.452968792903,1444.4184823078194,17747.707374090718,2296.573455786968,1572.106741574913,3166.7208763884278,3209.2339245739518,5976.151599544911,4698.4434701177,6276.356979340753,9442.254967859142,7805.990495519076,11521.619090984323,9276.13686326702,9493.874439880403,12570.998668174265,10676.339721312508,8546.528205133947,13343.400779381269,11898.556026161534,13.746689778312406,13138.16714264008,5780.991865613851,305.78697577928136,8384.0,8384.0,286192190.0,572383988.0,858575402.0
CONTROL18_DCHA,63.0,63.0,11116222075.0,8543.0,8538.5,8534.0,8583.0,8558.5,8534.0,8538.0,8536.0,8534.0,637990974049.5,637989682774.5,637988391499.5,14539.438140441516,4474.950705583713,14039.0524928281,15600.976715878094,13660.042583303666,16553.73882806493,17333.236630513595,1470.2683938514203,18066.340794532538,2338.1523039827644,1601.621428116809,3223.5502486058463,3268.0352956057654,6083.23834045291,4783.881605278963,6390.0157237871745,9611.324337593462,7947.00269519975,11728.176897856125,9443.434957861677,9663.826133754006,12796.306520224216,10868.669200760432,8699.510446848031,13582.500975041416,12112.729508024471,13.992668566277136,13374.493235904201,5884.461572310736,311.1576004954104,8534.0,8534.0,296432390.0,592864388.0,889296002.0
CONTROL18_DCHA_aug0_021,63.0,64.0,195573847075.0,36043.0,36038.5,36034.0,36083.0,36058.5,36034.0,36038.0,36036.0,36034.0,47079318365299.5,47079312949024.5,47079307532749.5,61614.735352548356,18900.159965778334,59329.48103264293,66091.46440445927,57723.840827775246,70108.49504207095,73393.57461263136,6209.418843512187,76482.46787550904,9960.94113987025,7012.647294149314,13642.26848847163,14048.286651446897,25715.807506912803,20447.539718161388,27227.452205638332,40607.37545555429,33799.239303277755,49597.10815770883,40114.75230022716,40821.6366772557,54102.74606269323,46129.0737662447,36746.25476109516,57417.53684607165,51377.86784956024,59.0887796933497,56700.9436676432,24853.907800072888,1295.7902841145674,36034.0,36034.0,5215302390.0,10430604388.0,15645906002.0
CONTROL18_IZDA,34.0,34.0,11506979575.0,8693.0,8688.5,8684.0,8733.0,8708.5,8684.0,8688.0,8686.0,8684.0,671924066524.5,671922752749.5,671921438974.5,14796.212488871459,4553.63366518477,14286.09119395428,15876.379375997574,13900.390573728158,16845.85568014157,17639.020292234225,1496.1183053950222,18384.974214974223,2379.7311521785145,1631.1361146589657,3280.379620823314,3326.836666637579,6190.325081360852,4869.319740440227,6503.674468233596,9780.393707327807,8088.014894879903,11934.734704728067,9610.733052456595,9833.777827627668,13021.614372273985,11060.998680208879,8852.492688562106,13821.601170701679,12326.902989887147,14.238647354241856,13610.819329168064,5987.93127900763,316.52822965484927,8684.0,8684.0,306852590.0,613704788.0,920556602.0
CONTROL19_DCHA,36.0,36.0,11904487075.0,8843.0,8838.5,8834.0,8883.0,8858.5,8834.0,8838.0,8836.0,8834.0,707039556499.5,707038220224.5,707036883949.5,15052.986837300554,4632.316624785836,14533.12989508067,16151.782036117316,14140.738564152465,17137.972532218017,17944.80395395472,1521.9682169386272,18703.607635415978,2421.310000374311,1660.6508012008617,3337.2089930407487,3385.638037669653,6297.411822268811,4954.757875601101,6617.333212680147,9949.463077062128,8229.027094560708,12141.292511600055,9778.031147050993,10003.72952150132,13246.922224323824,11253.328159656803,9005.47493027618,14060.701366361756,12541.076471750082,14.484626142210447,13847.145422432446,6091.400985704501,321.8988630321968,8834.0,8834.0,317452790.0,634905188.0,952357202.0
CONTROL20_DCHA,29.0,29.0,12225332886.0,8993.108333333332,8988.554166666667,8984.0,9033.166666666666,9008.583333333334,8984.0,8988.060215053763,8986.030107526882,8984.0,743233945370.0,743232595728.0,743231246086.0,15309.761188058927,4710.999584386905,14780.168596206899,16427.18469950183,14381.086554576934,17430.08938885983,18250.587622043375,1547.8181284822329,19022.24106392573,2462.888848570015,1690.1654878467525,3394.0383652582486,3444.439408850886,6404.498563176737,5040.196010976471,6730.991957404842,10118.53244679648,8370.039294664779,12347.850318471881,9945.329242248014,10173.681215374972,13472.23007637366,11445.657639958554,9158.457171990276,14299.801562021925,12755.249954819308,14.730604930168745,14083.471517244127,6194.870692401379,330.19108078871324,8984.0,8984.0,328196658.6666667,656392928.0,984588816.0
CONTROL20_IZDA,36.0,36.0,12286397665.0,9142.541666666666,9137.770833333334,9133.0,9182.833333333334,9157.916666666666,9133.0,9137.0,9135.0,9133.0,780005336880.0,780004002155.0,780002667430.0,15564.82373015998,4789.15799092395,15025.560372658963,16700.751373420462,14619.832225065158,17720.258839017424,18554.332786587238,1573.4957072822192,19338.750345957258,2504.190504444485,1719.4834108963394,3450.4888749941983,3502.8487722875147,6510.871392478717,5125.064560765913,6843.8929800279875,10286.474687399234,8510.111417297998,12553.031073298123,10111.51202225256,10342.499897956115,13696.0358760764,11636.704931371665,9310.419532092923,14537.307756377713,12967.995625383752,14.974943859558351,14318.222120036291,6297.650601053632,344.65163549967986,9133.0,9133.0,338934916.0,677869453.3333334,1016803620.0
CONTROL21_DCHA,43.0,43.0,13120669675.0,9287.0,9282.5,9278.0,9327.0,9302.5,9278.0,9282.0,9280.0,9278.0,818107421677.5,818106018802.5,818104615927.5,15813.0389086526,4865.218185204965,15264.364450414407,16966.973910071112,14852.168615808676,18002.638414363915,18849.92359264801,1598.4839551077007,19646.762559923398,2544.3833910336966,1748.0142733651396,3505.423934804466,3559.690095923863,6614.388575356344,5207.654755678498,6953.763096241584,10449.908411475752,8646.423205614596,12752.703619940901,10273.233507051627,10506.786535367313,13913.833466391336,11822.623418823021,9458.30236574984,14768.4379455159,13175.029978064546,15.212723354584497,14546.670658493702,6397.671317527297,337.79596057532274,9278.0,9278.0,349884326.0,699768260.0,1049651810.0
CONTROL21_DCHA_aug0_016,53.0,55.0,187533809575.0,35293.0,35288.5,35284.0,35333.0,35308.5,35284.0,35288.0,35286.0,35284.0,44206221990424.5,44206216686649.5,44206211382874.5,60330.863610399625,18506.745167773046,58094.287527011766,64714.45110386148,56522.10087565325,68647.9107816893,71864.65630402789,6080.16928579415,74889.30077330035,9753.046898891362,6865.073861438662,13358.1216273846,13754.27979628744,25180.373802372993,20020.34904235624,26659.158483404277,39762.028606882785,33094.1783048766,48564.319123348665,39278.2618272527,39971.87820788747,52976.20680244478,45167.42636900573,35981.34355252476,56222.035867770916,50307.00044024465,57.858885753518344,55519.313201323894,24336.559266588436,1268.9365512919626,35284.0,35284.0,5000901390.0,10001802388.0,15002703002.0
CONTROL21_DCHA_aug0_027,68.0,68.0,205433539675.0,36942.0,36937.5,36933.0,36982.0,36957.5,36933.0,36937.0,36935.0,36933.0,50684011350982.5,50684005799857.5,50684000248732.5,63153.66961413455,19371.733170320727,60810.06631472639,67742.04434744352,59164.326450385124,71859.24870884905,75226.23802521013,6364.345980030181,78392.14417535614,10210.137036723287,7189.538648823528,13982.865859295012,14400.70286849881,26357.614040754608,20959.59894156076,27908.646947352132,41620.66454482882,34644.37242003103,50835.07794689411,41117.42554716432,41840.21382920513,55453.091122645776,47281.768446404996,37663.12832976816,58850.54401872851,52661.48091752434,60.563012562543655,58117.32471993966,25474.036242209535,1327.9789604802918,36933.0,36933.0,5478227526.0,10956454660.0,16434681410.0
CONTROL21_IZDA,47.0,47.0,13361488470.0,9437.216666666667,9432.608333333332,9428.0,9477.333333333334,9452.666666666666,9428.0,9432.120430107527,9430.060215053763,9428.0,857831810745.0,857830404523.0,857828998301.0,16069.81326294719,4943.901144806044,15511.403151540588,17242.376578401632,15092.516606233052,18294.755277904853,19155.70726950562,1624.3338666512989,19965.3960013891,2585.962239229447,1777.5289601730751,3562.2533070218683,3618.4914673367743,6721.475316264319,5293.092891355702,7067.4218414243,10618.97778121008,8787.435406370752,12959.261426812865,10440.531603172627,10676.738229240966,14139.141318441127,12014.952900431019,9611.284607463924,15007.538141176025,13389.20346281526,15.458702142554365,14782.996755822085,6501.141024224166,347.704868339284,9428.0,9428.0,361121114.0,722241841.3333334,1083362190.0
CONTROL21_IZDA_aug0_030,61.0,59.0,207642700190.0,37392.21666666667,37387.60833333334,37383.0,37432.333333333336,37407.666666666664,37383.0,37387.12043010753,37385.06021505377,37383.0,52551271729680.0,52551266186118.0,52551260642556.0,63923.99268240939,19607.78204912388,61551.182418105054,68568.25235998193,59885.37042165869,72735.59931000997,76143.58906969562,6441.895714660998,79348.04451907768,10334.8735813104,7278.082709492419,14153.353975947399,14577.106983087535,26678.87426347847,21215.91334906783,28249.62318357683,42127.87265403182,35067.40902328764,51454.75136750957,41619.31983693119,42350.06891082599,56129.014678795196,47858.7568932127,38122.0750549104,59567.84460570895,53304.001374431675,61.300948926450694,58826.30301566029,25784.44536230017,1362.1218574107984,37383.0,37383.0,5611964674.0,11223928961.333334,16835892870.0
CONTROL22_DCHA,53.0,53.0,13970103775.0,9585.0,9580.5,9576.0,9625.0,9600.5,9576.0,9580.0,9578.0,9576.0,898824650062.5,898823202487.5,898821754912.5,16323.163947533245,5021.534998279078,15755.148003318538,17514.107194841792,15329.659956785099,18582.9772271559,19457.413800599537,1649.8391127076623,20279.780955200567,2626.9867027825903,1806.6501172952585,3618.324954276414,3676.50881970721,6827.134233960239,5377.391850865388,7179.565135208615,10785.792892681293,8926.567442312973,13163.065129593133,10605.599054979482,10844.423900529626,14361.44506579695,12204.717984660205,9762.227085955154,15243.450334227406,13600.521295365594,15.701401213347012,15016.171830444735,6603.231134831766,348.46565145251844,9576.0,9576.0,372535902.0,745071412.0,1117606538.0
CONTROL22_DCHA_aug0_010,57.0,57.0,178108514575.0,34393.0,34388.5,34384.0,34433.0,34408.5,34384.0,34388.0,34386.0,34384.0,40915805708074.5,40915800539299.5,40915795370524.5,58790.217519820886,18034.647410166708,56612.05532025435,63062.035143145375,55080.012933106475,66895.20966923151,70029.95433370295,5925.069816532509,72977.50025065022,9503.573809716952,6687.985742188066,13017.14539407983,13401.471570096297,24537.853356925338,19507.720231388397,25977.20601672653,38747.6123884767,32248.105106792813,47324.97228211747,38274.47325968658,38952.16804464565,51624.35969014566,44013.44949231635,35063.450102240306,54787.434693809395,49021.95954906782,56.38301302572481,54101.35664173864,23715.74102640713,1236.7120740087216,34384.0,34384.0,4749560190.0,9499119988.0,14248679402.0
CONTROL22_IZDA,54.0,54.0,14407751275.0,9735.0,9730.5,9726.0,9775.0,9750.5,9726.0,9730.0,9728.0,9726.0,941389722637.5,941388252562.5,941386782487.5,16579.93829596286,5100.217957880152,16002.186704444812,17789.509854961274,15570.007947209453,18875.094079232153,19763.19746232023,1675.6890242512638,20598.414375642256,2668.5655509783865,1836.1648038374149,3675.1543264938646,3735.3101907388937,6934.220974868182,5462.829986026391,7293.223879655036,10954.86226241563,9067.579641993387,13369.622936465028,10772.8971495744,11014.375594403286,14586.752917846834,12397.04746410826,9915.209327669205,15482.550529887621,13814.6947772284,15.947380001309165,15252.497923708988,6706.700841528639,353.83630600053465,9726.0,9726.0,384206502.0,768412612.0,1152618338.0
CONTROL23_DCHA,47.0,47.0,14852148775.0,9885.0,9880.5,9876.0,9925.0,9900.5,9876.0,9880.0,9878.0,9876.0,985277862712.5,985276370137.5,985274877562.5,16836.71264439248,5178.900917481201,16249.225405571018,18064.912515080887,15810.35593763399,19167.210931308535,20068.981124041053,1701.5389357948645,20917.04779608394,2710.1443991740907,1865.679490379311,3731.983698711332,3794.1115617708374,7041.3077157761245,5548.268121187525,7406.882624101718,11123.93163214995,9208.5918416738,13576.180743337063,10940.195244169057,11184.327288276922,14812.060769896532,12589.376943556315,10068.191569383278,15721.650725547745,14028.868259091467,16.19335878927518,15488.82401697272,6810.170548225535,359.2069635548752,9876.0,9876.0,396057102.0,792113812.0,1188170138.0
CONTROL23_IZDA,49.0,49.0,15303296275.0,10035.0,10030.5,10026.0,10075.0,10050.5,10026.0,10030.0,10028.0,10026.0,1030509320287.5,1030507805212.5,1030506290137.5,17093.486992821832,5257.583877082255,16496.26410669727,18340.315175200496,16050.703928058392,19459.32778338492,20374.764785761618,1727.3888473384743,21235.68121652576,2751.723247369841,1895.1941769210769,3788.8130709287834,3852.912932802911,7148.3944566841155,5633.706256348789,7520.541368547879,11293.001001884319,9349.604041354214,13782.738550208911,11107.493338763976,11354.278982150567,15037.368621946509,12781.70642300437,10221.173811097357,15960.75092120787,14243.041740954273,16.439337577243766,15725.150110237102,6913.640254922414,364.5776239810906,10026.0,10026.0,408087702.0,816175012.0,1224261938.0
CONTROL24_DCHA,49.0,49.0,15761193775.0,10185.0,10180.5,10176.0,10225.0,10200.5,10176.0,10180.0,10178.0,10176.0,1077104345362.5,1077102807787.5,1077101270212.5,17350.26134125184,5336.2668366833295,16743.30280782345,18615.71783532011,16291.051918482677,19751.444635461303,20680.54844748205,1753.23875888208,21554.314636967447,2793.302095565637,1924.7088634632332,3845.6424431462506,3911.714303834595,7255.481197592026,5719.144391509922,7634.20011299456,11462.070371618647,9490.616241034757,13989.296357080808,11274.791433358374,11524.230676024228,15262.676473996255,12974.035902452686,10374.156052811437,16199.85111686813,14457.215222816818,16.68531636520335,15961.476203501225,7017.109961619296,369.9482871526421,10176.0,10176.0,420298302.0,840596212.0,1260893738.0
CONTROL24_IZDA,36.0,36.0,16225841275.0,10335.0,10330.5,10326.0,10375.0,10350.5,10326.0,10330.0,10328.0,10326.0,1125083187937.5,1125081627862.5,1125080067787.5,17607.03568968133,5414.949796284394,16990.341508949772,18891.12049543985,16531.399908907053,20043.561487537816,20986.332109202744,1779.0886704256798,21872.948057409136,2834.8809437613872,1954.2235500052595,3902.471815363653,3970.515674866278,7362.567938500065,5804.582526671055,7747.85885744085,11631.139741352976,9631.62844071517,14195.854163952794,11442.08952795329,11694.182369897848,15487.984326046138,13166.365381900741,10527.138294525523,16438.95131252821,14671.388704679885,16.93129515317836,16197.802296765087,7120.579668316173,375.3189529503421,10326.0,10326.0,432688902.0,865377412.0,1298065538.0
