ID,ACCELERATION__absolute_sum_of_changes,"ACCELERATION__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0","ACCELERATION__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2","ACCELERATION__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0","ACCELERATION__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2","ACCELERATION__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4","ACCELERATION__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2",ACCELERATION__fourier_entropy__bins_100,ACCELERATION__kurtosis,ACCELERATION__large_standard_deviation__r_0.25,ACCELERATION__number_crossing_m__m_-1,ACCELERATION__number_crossing_m__m_1,ACCELERATION__quantile__q_0.2,ACCELERATION__quantile__q_0.3,ACCELERATION__quantile__q_0.6,ACCELERATION__quantile__q_0.7,ACCELERATION__quantile__q_0.8,ACCELERATION__range_count__max_1__min_-1,ACCELERATION__ratio_beyond_r_sigma__r_1,DISTANCE_ANG__kurtosis,DISTANCE_ANG__large_standard_deviation__r_0.30000000000000004,DISTANCE_ANG__longest_strike_below_mean,SMOOTHED_AMPLITUDE__absolute_sum_of_changes,"SMOOTHED_AMPLITUDE__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0","SMOOTHED_AMPLITUDE__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0","SMOOTHED_AMPLITUDE__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2","SMOOTHED_AMPLITUDE__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0","SMOOTHED_AMPLITUDE__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2",SMOOTHED_AMPLITUDE__longest_strike_below_mean,SMOOTHED_AMPLITUDE__mean_abs_change,VELOCITY__absolute_sum_of_changes,"VELOCITY__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0","VELOCITY__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2","VELOCITY__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0","VELOCITY__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2","VELOCITY__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4","VELOCITY__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2",VELOCITY__fourier_entropy__bins_100,VELOCITY__kurtosis,VELOCITY__large_standard_deviation__r_0.25,VELOCITY__mean_abs_change,VELOCITY__number_crossing_m__m_-1,VELOCITY__number_crossing_m__m_1,VELOCITY__quantile__q_0.2,VELOCITY__quantile__q_0.3,VELOCITY__quantile__q_0.6,VELOCITY__quantile__q_0.7,VELOCITY__quantile__q_0.8,VELOCITY__range_count__max_1__min_-1,VELOCITY__ratio_beyond_r_sigma__r_1
CONTROL16_IZDA,154.68542218488636,1.0352898407795665,0.7480320449246303,1.0102050497599377,0.8119791513310625,0.676028356618811,0.9239597597367166,0.5813051351994415,-0.743575415972793,1.0,22.0,22.0,-2.0804896448169443,-0.8195374844637898,0.30973167320613454,1.0562717466335814,1.902560255500497,60.0,0.38666666666666666,-1.7358230939407515,1.0,8.0,16.544931938962524,0.115749368589423,0.1254188509415374,0.16315939328271586,0.11103981167088942,0.129693115480563,8.0,0.11103981167088942,154.68542218488636,1.0352898407795665,0.7480320449246303,1.0102050497599377,0.8119791513310625,0.676028356618811,0.9239597597367166,0.5813051351994415,-0.743575415972793,1.0,1.0381571958717206,22.0,22.0,-2.0804896448169443,-0.8195374844637898,0.30973167320613454,1.0562717466335814,1.902560255500497,60.0,0.38666666666666666
CONTROL17_DCHA,170.12350324709718,0.929687948079447,0.8311042877459471,1.2480440574087344,1.3971221184524871,0.7347044804171424,1.1803569833200533,0.972660018120323,-1.3126210852604965,1.0,30.0,30.0,-2.6305503419032616,-1.4997200433135953,0.36222200151448347,1.3727783493552432,2.4422766110890537,54.0,0.5133333333333333,-1.7613040315716488,1.0,6.0,16.869351265129467,0.14332706393740474,0.13781289124873322,0.15392555973475897,0.11321712258476152,0.11264514048584756,6.0,0.11321712258476152,170.12350324709718,0.929687948079447,0.8311042877459471,1.2480440574087344,1.3971221184524871,0.7347044804171424,1.1803569833200533,0.972660018120323,-1.3126210852604965,1.0,1.1417684781684374,30.0,30.0,-2.6305503419032616,-1.4997200433135953,0.36222200151448347,1.3727783493552432,2.4422766110890537,54.0,0.5133333333333333
CONTROL17_IZDA,173.20428996018143,0.8226883622574815,0.8673476999472209,1.3103844925245676,1.2728522995871445,0.7959967166779875,1.0089790350423915,1.17329012461772,-1.2868164238526847,1.0,32.0,40.0,-2.274357480218192,-1.2413784667354784,0.804241913646967,1.4921783702389377,1.9489464414229993,47.0,0.5266666666666666,-1.7531189028465828,1.0,4.0,15.62768044018004,0.1330163520739144,0.12349600409953451,0.12113262333436321,0.1048837613434902,0.09524066181768463,5.0,0.1048837613434902,173.20428996018143,0.8226883622574815,0.8673476999472209,1.3103844925245676,1.2728522995871445,0.7959967166779875,1.0089790350423915,1.17329012461772,-1.2868164238526847,1.0,1.1624448990616203,32.0,40.0,-2.274357480218192,-1.2413784667354784,0.804241913646967,1.4921783702389377,1.9489464414229993,47.0,0.5266666666666666
CONTROL18_DCHA,117.61468148474245,0.8093105692938407,0.6600494800142048,0.8925905091220673,0.801467436190403,0.4564927798477429,0.6950451145628492,0.7486683018223428,-1.1675174790623513,1.0,30.0,30.0,-1.6097264021011577,-0.8218093511389387,0.6136912901585939,1.0371063123511728,1.397158602812856,63.0,0.43333333333333335,-1.5500647590428926,1.0,7.0,11.800788287573276,0.09687765139692125,0.08998575261847154,0.09741374279391801,0.07919992139310923,0.07920768136751523,6.0,0.07919992139310923,117.61468148474245,0.8093105692938407,0.6600494800142048,0.8925905091220673,0.801467436190403,0.4564927798477429,0.6950451145628492,0.7486683018223428,-1.1675174790623513,1.0,0.7893602784210902,30.0,30.0,-1.6097264021011577,-0.8218093511389387,0.6136912901585939,1.0371063123511728,1.397158602812856,63.0,0.43333333333333335
CONTROL18_IZDA,173.91427269468193,1.1049071258766934,1.4530876712660794,1.3445502338345958,1.6949798277714099,1.0505208845763057,1.2710157821278802,1.0910739968920322,-1.5799383621143785,1.0,38.0,40.0,-2.088231841848574,-1.5886916381515206,0.9931318187621314,1.4417187575319494,1.903124990634568,34.0,0.5266666666666666,-1.7571261631622566,1.0,4.0,15.701585008411254,0.10542977625922575,0.11560179469553486,0.1346853312223306,0.10537976515712251,0.1108669157730381,5.0,0.10537976515712251,173.91427269468193,1.1049071258766934,1.4530876712660794,1.3445502338345958,1.6949798277714099,1.0505208845763057,1.2710157821278802,1.0910739968920322,-1.5799383621143785,1.0,1.1672098838569256,38.0,40.0,-2.088231841848574,-1.5886916381515206,0.9931318187621314,1.4417187575319494,1.903124990634568,34.0,0.5266666666666666
CONTROL19_DCHA,163.29437684259287,1.0834174526063014,1.3825534246238729,1.2817601117525022,1.5781284391067492,1.1453279834115864,1.1683233143602638,0.33025221356194573,-1.6041273954129982,1.0,38.0,40.0,-1.9826260833012541,-1.5752909981892311,0.9614216943386363,1.4677427865104928,1.7650367895973746,36.0,0.5266666666666666,-1.6766085932751542,1.0,4.0,14.798876364988889,0.09838145965307551,0.10690564600723415,0.12520863750037614,0.09932131788583147,0.10512255268277798,4.0,0.09932131788583147,163.29437684259287,1.0834174526063014,1.3825534246238729,1.2817601117525022,1.5781284391067492,1.1453279834115864,1.1683233143602638,0.33025221356194573,-1.6041273954129982,1.0,1.0959354150509588,38.0,40.0,-1.9826260833012541,-1.5752909981892311,0.9614216943386363,1.4677427865104928,1.7650367895973746,36.0,0.5266666666666666
CONTROL20_DCHA,224.20044733337744,1.2811753648833535,1.7036850123518756,1.7005285553055105,2.244273071730033,1.493718654010075,1.703086045061192,1.3939349704863593,-1.5922474810056761,1.0,42.0,44.0,-2.382912185051984,-1.8170185969888568,1.0557386396426893,1.9473970002782228,2.3982808585463795,29.0,0.5436241610738255,-1.6564521346392351,1.0,4.0,18.712897400912755,0.12715217654976266,0.13390732346799036,0.15151315590553063,0.1264384959521132,0.13194976485358081,4.0,0.1264384959521132,224.20044733337744,1.2811753648833535,1.7036850123518756,1.7005285553055105,2.244273071730033,1.493718654010075,1.703086045061192,1.3939349704863593,-1.5922474810056761,1.0,1.5148678873876853,42.0,44.0,-2.382912185051984,-1.8170185969888568,1.0557386396426893,1.9473970002782228,2.3982808585463795,29.0,0.5436241610738255
CONTROL20_IZDA,208.73327931004457,1.2225581974150448,1.2968890003992743,1.5401991083260107,1.7995157931983745,1.106348307582012,1.536564996553561,0.9694023669389148,-1.5701032388948315,1.0,44.0,42.0,-2.192592162471797,-1.6009797755646171,0.7284401492549054,1.725513140047323,2.0424977146975385,36.0,0.5379310344827586,-1.6717571238143756,1.0,4.0,16.23363141746364,0.11287706619390706,0.12169587949432199,0.13843499227640405,0.11273355151016418,0.11692093643522072,4.0,0.11273355151016418,208.73327931004457,1.2225581974150448,1.2968890003992743,1.5401991083260107,1.7995157931983745,1.106348307582012,1.536564996553561,0.9694023669389148,-1.5701032388948315,1.0,1.4495366618753094,44.0,42.0,-2.192592162471797,-1.6009797755646171,0.7284401492549054,1.725513140047323,2.0424977146975385,36.0,0.5379310344827586
CONTROL21_DCHA,199.10643492955575,1.2391971233151542,1.3351333133490357,1.4018904433557793,1.5902512182141315,1.224408224434784,1.4020856349775697,0.6307419692222743,-1.351053064164437,1.0,42.0,42.0,-1.977577001302507,-1.3907989543347359,0.6439507084588022,1.3090271039009704,1.9762005292685716,43.0,0.4666666666666667,-1.5446850118211268,1.0,4.0,15.349674551584474,0.10793726249009702,0.11827998762501292,0.1289237445128748,0.10301795001063406,0.1010743051612766,5.0,0.10301795001063406,199.10643492955575,1.2391971233151542,1.3351333133490357,1.4018904433557793,1.5902512182141315,1.224408224434784,1.4020856349775697,0.6307419692222743,-1.351053064164437,1.0,1.336284798184938,42.0,42.0,-1.977577001302507,-1.3907989543347359,0.6439507084588022,1.3090271039009704,1.9762005292685716,43.0,0.4666666666666667
CONTROL21_IZDA,191.71160353176023,1.0788090536670136,1.0774879691146728,1.3406891855616567,1.594856578553562,1.2711606875352461,1.4038957057578278,0.6812018881451598,-1.45371143335747,1.0,46.0,46.0,-1.7870987905525417,-1.2965890589623768,0.4924881122103151,1.376021532147955,1.8061119773937833,47.0,0.5,-1.462150801420407,1.0,3.0,13.66689513290236,0.09728814756838006,0.10333390253937162,0.11307420110738846,0.09297207573402966,0.09233750452770013,6.0,0.09297207573402966,191.71160353176023,1.0788090536670136,1.0774879691146728,1.3406891855616567,1.594856578553562,1.2711606875352461,1.4038957057578278,0.6812018881451598,-1.45371143335747,1.0,1.3041605682432669,46.0,46.0,-1.7870987905525417,-1.2965890589623768,0.4924881122103151,1.376021532147955,1.8061119773937833,47.0,0.5
CONTROL22_DCHA,139.85017166471687,0.979203742089262,1.080161186642086,1.0275577690552955,1.1134961111067985,0.9096581297893376,0.9504183842797531,0.279154911744805,-1.270835168371728,1.0,28.0,30.0,-1.833089022011571,-0.9699075170211237,0.5441584394912229,1.2986981626991492,1.9477128267367776,53.0,0.46,-1.7007952019548567,1.0,6.0,14.274377423706698,0.10432572843130714,0.11090539775838347,0.13706762453413485,0.0958011907631322,0.10491998078508963,6.0,0.0958011907631322,139.85017166471687,0.979203742089262,1.080161186642086,1.0275577690552955,1.1134961111067985,0.9096581297893376,0.9504183842797531,0.279154911744805,-1.270835168371728,1.0,0.9385917561390393,28.0,30.0,-1.833089022011571,-0.9699075170211237,0.5441584394912229,1.2986981626991492,1.9477128267367776,53.0,0.46
CONTROL22_IZDA,135.73628723561546,0.8256959001957882,0.8833601439215129,0.9885069732280197,1.1122415542507817,0.9072975763727632,0.9448333746157669,0.4136474684219829,-1.3660180512838136,1.0,32.0,32.0,-1.6683112681676662,-1.0541516259624402,0.41964132671539756,1.1421509011568276,1.781534625346609,54.0,0.4866666666666667,-1.6717950946020357,1.0,5.0,12.889272114542408,0.09945892407258618,0.10318236634314312,0.1203860217054272,0.08650518197679469,0.08924569164909857,6.0,0.08650518197679469,135.73628723561546,0.8256959001957882,0.8833601439215129,0.9885069732280197,1.1122415542507817,0.9072975763727632,0.9448333746157669,0.4136474684219829,-1.3660180512838136,1.0,0.9109817935276205,32.0,32.0,-1.6683112681676662,-1.0541516259624402,0.41964132671539756,1.1421509011568276,1.781534625346609,54.0,0.4866666666666667
CONTROL23_DCHA,181.21616136446346,1.0987844415106713,0.9809011601694727,1.2757370045911323,1.3037695751942064,0.7744503910818553,1.2063645944561912,1.2260230591882066,-1.2557855306640224,1.0,30.0,30.0,-2.491460074588261,-1.2946660684810067,0.709164440712729,1.4734874436183556,2.308114450300422,47.0,0.5,-1.487211331255889,1.0,5.0,17.63247357668638,0.1554067338159292,0.13917015511555395,0.14645100355667307,0.11833874883682134,0.11401570617347528,5.0,0.11833874883682134,181.21616136446346,1.0987844415106713,0.9809011601694727,1.2757370045911323,1.3037695751942064,0.7744503910818553,1.2063645944561912,1.2260230591882066,-1.2557855306640224,1.0,1.2162158480836474,30.0,30.0,-2.491460074588261,-1.2946660684810067,0.709164440712729,1.4734874436183556,2.308114450300422,47.0,0.5
CONTROL23_IZDA,152.74778026272546,0.9389119135573524,0.783682203075619,1.111045776851618,1.1271554840686087,0.8252988081181051,0.9985186497284827,1.0942525833106074,-1.2334598343560035,1.0,30.0,32.0,-1.9468243500548488,-1.022403949786126,0.7266391027406174,1.2863574663734518,1.8501198901138458,49.0,0.4666666666666667,-1.576197110888015,1.0,8.0,15.066412629310278,0.11030058600095466,0.11104260318383613,0.12282356628437298,0.1011168632839616,0.10407189542761547,8.0,0.1011168632839616,152.74778026272546,0.9389119135573524,0.783682203075619,1.111045776851618,1.1271554840686087,0.8252988081181051,0.9985186497284827,1.0942525833106074,-1.2334598343560035,1.0,1.0251528876692984,30.0,32.0,-1.9468243500548488,-1.022403949786126,0.7266391027406174,1.2863574663734518,1.8501198901138458,49.0,0.4666666666666667
CONTROL24_DCHA,151.50567136413403,1.095888084941777,1.2893871135084214,1.1733652986879983,1.3248898780608533,0.7663726321213418,1.0322261478457446,0.6307419692222743,-1.3491889781697548,1.0,32.0,32.0,-2.208575864994854,-1.1720741446337988,0.7576482981731876,1.31520652469809,1.7266469818828067,49.0,0.4533333333333333,-1.6321085341839752,1.0,5.0,14.846971096365246,0.11083579506792864,0.11208247378409304,0.12723081970313507,0.09964410131788756,0.10300154356945754,6.0,0.09964410131788756,151.50567136413403,1.095888084941777,1.2893871135084214,1.1733652986879983,1.3248898780608533,0.7663726321213418,1.0322261478457446,0.6307419692222743,-1.3491889781697548,1.0,1.01681658633647,32.0,32.0,-2.208575864994854,-1.1720741446337988,0.7576482981731876,1.31520652469809,1.7266469818828067,49.0,0.4533333333333333
CONTROL24_IZDA,186.73395939309074,1.3416112319984168,1.7266682109574778,1.4487759587889955,1.717655184477789,1.2998800107344184,1.3147221471170698,0.49377735108765375,-1.4087161157781878,1.0,32.0,32.0,-2.764326144916315,-1.6099878921830302,0.9794436281155658,1.7497034773109577,2.4196878144280722,36.0,0.48,-1.7882769203110513,1.0,5.0,18.680175980744657,0.13363581733795446,0.1460335423296189,0.17985956390789115,0.12537030859560172,0.13518973092351433,6.0,0.12537030859560172,186.73395939309074,1.3416112319984168,1.7266682109574778,1.4487759587889955,1.717655184477789,1.2998800107344184,1.3147221471170698,0.49377735108765375,-1.4087161157781878,1.0,1.2532480496180587,32.0,32.0,-2.764326144916315,-1.6099878921830302,0.9794436281155658,1.7497034773109577,2.4196878144280722,36.0,0.48
CONTROL25_DCHA,64.37478821901432,0.4614614539850577,0.18239454005147235,0.4164707083400935,0.23060616536219755,0.18664757618138753,0.3176004367483642,1.1205087639155749,-0.357697219270225,0.0,18.0,18.0,-0.6965090936462858,-0.14348512898704324,0.21107077858846876,0.43163884291472104,0.8409946298613173,96.0,0.36,-1.4577116949604196,1.0,8.0,7.339014969912721,0.07214365710383734,0.06053762039946633,0.0673876413792579,0.049255134026259875,0.04980090278053018,8.0,0.049255134026259875,64.37478821901432,0.4614614539850577,0.18239454005147235,0.4164707083400935,0.23060616536219755,0.18664757618138753,0.3176004367483642,1.1205087639155749,-0.357697219270225,0.0,0.43204555851687465,18.0,18.0,-0.6965090936462858,-0.14348512898704324,0.21107077858846876,0.43163884291472104,0.8409946298613173,96.0,0.36
CONTROL25_IZDA,65.43708775007197,0.33676001021593377,0.17246768743483543,0.3499976502496428,0.2648107663784188,0.2350859284381719,0.41797510782542924,1.1268132629545398,-0.13242701059271234,0.0,20.0,20.0,-0.7034946956840429,-0.32400483095867516,-0.028891925408465257,0.2032832731292231,0.7912264100656097,101.0,0.35333333333333333,-1.5647726416843748,1.0,7.0,6.887397668163137,0.06233576340923479,0.05326982291180006,0.0577452409021681,0.046224145423913676,0.0466769328713612,7.0,0.046224145423913676,65.43708775007197,0.33676001021593377,0.17246768743483543,0.3499976502496428,0.2648107663784188,0.2350859284381719,0.41797510782542924,1.1268132629545398,-0.13242701059271234,0.0,0.4391750855709528,20.0,20.0,-0.7034946956840429,-0.32400483095867516,-0.028891925408465257,0.2032832731292231,0.7912264100656097,101.0,0.35333333333333333
CONTROL995_DCHA,179.2145444535327,1.1798710411302549,1.267014981403303,1.3779325983639266,1.5390010299776877,0.7750937766427999,1.2136946168036549,1.29097566642346,-1.350980685791601,1.0,32.0,32.0,-2.5642248376234407,-1.391236096974464,0.9568357330262061,1.5418550644418578,2.1548095554831193,42.0,0.47333333333333333,-1.5547629403065863,1.0,5.0,17.582325733321767,0.14202852510930417,0.1420399073590365,0.1570143266712976,0.11800218612967629,0.11584447314785917,6.0,0.11800218612967629,179.2145444535327,1.1798710411302549,1.267014981403303,1.3779325983639266,1.5390010299776877,0.7750937766427999,1.2136946168036549,1.29097566642346,-1.350980685791601,1.0,1.2027821775404879,32.0,32.0,-2.5642248376234407,-1.391236096974464,0.9568357330262061,1.5418550644418578,2.1548095554831193,42.0,0.47333333333333333
CONTROL995_IZDA,224.78556977476148,1.284719501506515,1.295626233162191,1.6935791109873128,2.0341023894846866,1.1758393264048872,1.6111673229630876,0.4937773510876538,-1.4862596833002268,1.0,36.0,38.0,-2.704508929079836,-2.0987293258086734,1.1525177399000248,2.12393277341119,2.548944042669332,33.0,0.54,-1.4847717689784379,1.0,4.0,20.771207002632643,0.1556673795897316,0.1559957118478431,0.17009965582168465,0.1394040738431721,0.13933894748981485,5.0,0.1394040738431721,224.78556977476148,1.284719501506515,1.295626233162191,1.6935791109873128,2.0341023894846866,1.1758393264048872,1.6111673229630876,0.4937773510876538,-1.4862596833002268,1.0,1.5086279850655133,36.0,38.0,-2.704508929079836,-2.0987293258086734,1.1525177399000248,2.12393277341119,2.548944042669332,33.0,0.54
CONTROL996_DCHA,94.71387248918327,0.5615903641642167,0.4149370080428329,0.6308769252955578,0.5717635040744631,0.44270460909399345,0.6030295526959094,0.879467470986795,-1.0997742363869194,1.0,26.0,28.0,-1.4596624913952443,-0.41635844749346773,0.16650983895880384,0.7839536068283555,1.3237686428851925,73.0,0.44666666666666666,-1.705153229803253,1.0,6.0,9.452337279785718,0.0850227154622812,0.07894602973535694,0.08900577047090383,0.0634385052334612,0.06322152271924879,6.0,0.0634385052334612,94.71387248918327,0.5615903641642167,0.4149370080428329,0.6308769252955578,0.5717635040744631,0.44270460909399345,0.6030295526959094,0.879467470986795,-1.0997742363869194,1.0,0.6356635737529078,26.0,28.0,-1.4596624913952443,-0.41635844749346773,0.16650983895880384,0.7839536068283555,1.3237686428851925,73.0,0.44666666666666666
CONTROL996_IZDA,151.89344931893322,0.8581170938947418,1.0343246650874764,1.1078937371098911,1.3693039027269758,1.0612589599963165,1.117045025667558,0.5874834163200875,-1.5285207264082807,1.0,38.0,38.0,-1.7969007061144604,-1.4129112591960111,0.7249627582543835,1.2873805765914466,1.6934407638554603,44.0,0.5333333333333333,-1.5432466530970166,1.0,5.0,13.998097557447075,0.09404473957087178,0.10224418392214951,0.11709306424371708,0.09394696347279916,0.09808975392940705,5.0,0.09394696347279916,151.89344931893322,0.8581170938947418,1.0343246650874764,1.1078937371098911,1.3693039027269758,1.0612589599963165,1.117045025667558,0.5874834163200875,-1.5285207264082807,1.0,1.0194191229458605,38.0,38.0,-1.7969007061144604,-1.4129112591960111,0.7249627582543835,1.2873805765914466,1.6934407638554603,44.0,0.5333333333333333
CONTROL997_DCHA,166.73373959409093,1.1344248030283763,0.9027491485078937,1.1598274139188671,1.0558117896191082,0.752210107671868,1.0406431741952342,0.46836961425566276,-1.0480406630176171,1.0,26.0,26.0,-2.1350875672333123,-1.0664096235352252,0.6815661542268697,1.2896411501785676,2.164876584269014,51.0,0.44,-1.6411054285585043,1.0,5.0,17.184208161104703,0.1415799849615914,0.1400487053786343,0.16575197078270287,0.11533025611479666,0.12130688062728263,7.0,0.11533025611479666,166.73373959409093,1.1344248030283763,0.9027491485078937,1.1598274139188671,1.0558117896191082,0.752210107671868,1.0406431741952342,0.46836961425566276,-1.0480406630176171,1.0,1.119018386537523,26.0,26.0,-2.1350875672333123,-1.0664096235352252,0.6815661542268697,1.2896411501785676,2.164876584269014,51.0,0.44
CONTROL997_IZDA,244.4511738511315,1.2419424886407604,1.214260844608662,1.5603897415901695,1.5678024861468174,1.110147043022258,1.6327132586073017,1.0703463095416874,-1.2920153314185772,1.0,38.0,34.0,-2.7108711426357877,-2.039833488959346,0.732905490900858,1.8688553132824612,2.5466247790515615,36.0,0.44666666666666666,-1.3429898298736789,1.0,5.0,20.867703685648493,0.17140766902103316,0.15646577582037996,0.15628118223931708,0.14005170258824493,0.1323833901410685,5.0,0.14005170258824493,244.4511738511315,1.2419424886407604,1.214260844608662,1.5603897415901695,1.5678024861468174,1.110147043022258,1.6327132586073017,1.0703463095416874,-1.2920153314185772,1.0,1.640611905041151,38.0,34.0,-2.7108711426357877,-2.039833488959346,0.732905490900858,1.8688553132824612,2.5466247790515615,36.0,0.44666666666666666
CONTROL998_DCHA,111.03805809592694,0.7646661125076384,0.8587607276292357,0.853391784520054,0.968009501166402,0.6416150509307604,0.7612369003977532,0.44324405498086755,-1.4245525297222512,1.0,34.0,34.0,-1.41829288504895,-0.9659644130371411,0.5517280950249128,0.8843922480270704,1.252372170264209,63.0,0.4866666666666667,-1.7020768531958257,1.0,5.0,10.41408380324473,0.07384780304656963,0.07834333699983398,0.08799593425029094,0.06989317988754852,0.07164848096144978,5.0,0.06989317988754852,111.03805809592694,0.7646661125076384,0.8587607276292357,0.853391784520054,0.968009501166402,0.6416150509307604,0.7612369003977532,0.44324405498086755,-1.4245525297222512,1.0,0.745221866415617,34.0,34.0,-1.41829288504895,-0.9659644130371411,0.5517280950249128,0.8843922480270704,1.252372170264209,63.0,0.4866666666666667
CONTROL998_IZDA,110.25245275042522,0.6707707290981191,0.7688974264606193,0.7761771116483357,0.8824667532106645,0.6396524605657276,0.7795271485031293,0.636408913095452,-1.386952474135802,1.0,36.0,36.0,-1.2823350684485073,-0.9848134586179098,0.3405220984724008,0.9489649661113009,1.2212431380427111,63.0,0.48,-1.750690283570154,1.0,5.0,9.911484302925704,0.07173207085528648,0.07441617166477868,0.0825269883701846,0.066520028878696,0.06748210639372836,6.0,0.066520028878696,110.25245275042522,0.6707707290981191,0.7688974264606193,0.7761771116483357,0.8824667532106645,0.6396524605657276,0.7795271485031293,0.636408913095452,-1.386952474135802,1.0,0.7399493473182901,36.0,36.0,-1.2823350684485073,-0.9848134586179098,0.3405220984724008,0.9489649661113009,1.2212431380427111,63.0,0.48
CONTROL999_DCHA,120.14197822923235,0.7899342924101305,0.6732621678092281,0.8331306684635338,0.8014999392328442,0.4849671831780539,0.7766473919223298,0.41764561734613204,-1.0866978128927551,1.0,26.0,26.0,-1.6515467888111286,-0.9429899356332678,0.38218595598224564,0.8569018043268404,1.4064796077543804,65.0,0.42,-1.658049990425128,1.0,6.0,12.351652114578913,0.10918234453604016,0.10182195897040279,0.11516221854860642,0.0828969940575766,0.08340023350410217,6.0,0.0828969940575766,120.14197822923235,0.7899342924101305,0.6732621678092281,0.8331306684635338,0.8014999392328442,0.4849671831780539,0.7766473919223298,0.41764561734613204,-1.0866978128927551,1.0,0.8063220015384721,26.0,26.0,-1.6515467888111286,-0.9429899356332678,0.38218595598224564,0.8569018043268404,1.4064796077543804,65.0,0.42
CONTROL999_IZDA,149.75932681157815,1.0261497481877202,0.853813556798257,1.012499575467013,0.9135343791360679,0.6665182176953,0.9420710923406742,0.48661032953355604,-1.0136220386018202,1.0,26.0,26.0,-1.925081701195541,-1.1708533363500373,0.43341294714795053,1.2782341127719892,1.8689237991819718,52.0,0.4,-1.642977609296374,1.0,7.0,15.637952580243578,0.11334154913419572,0.12136220557327938,0.1498270235633569,0.10495270188082938,0.1163353528177667,7.0,0.10495270188082938,149.75932681157815,1.0261497481877202,0.853813556798257,1.012499575467013,0.9135343791360679,0.6665182176953,0.9420710923406742,0.48661032953355604,-1.0136220386018202,1.0,1.00509615309784,26.0,26.0,-1.925081701195541,-1.1708533363500373,0.43341294714795053,1.2782341127719892,1.8689237991819718,52.0,0.4
ID01_DCHA,184.78259531626355,1.0790579010144903,1.2072906617592447,1.3041597339752897,1.5342721110769713,1.0303104690853193,1.3261449958366012,0.512018066365547,-1.5131983861316896,1.0,40.0,38.0,-2.0291094031137105,-1.6606203944921627,0.7952293986826277,1.3333045905814382,1.9603923206491236,37.0,0.5133333333333333,-1.5798496804003495,1.0,5.0,15.60572536019535,0.10997394747483659,0.11298725891750316,0.12190776371194327,0.10473641181339162,0.10591953886623322,5.0,0.10473641181339162,184.78259531626355,1.0790579010144903,1.2072906617592447,1.3041597339752897,1.5342721110769713,1.0303104690853193,1.3261449958366012,0.512018066365547,-1.5131983861316896,1.0,1.2401516464178761,40.0,38.0,-2.0291094031137105,-1.6606203944921627,0.7952293986826277,1.3333045905814382,1.9603923206491236,37.0,0.5133333333333333
ID01_IZDA,183.7469661580559,1.1434826238033513,1.2305784805774576,1.3673931348695043,1.5525020276797588,1.2728320985893686,1.2739124267129407,0.512018066365547,-1.4735494451116118,1.0,42.0,40.0,-1.9579116880351706,-1.3050410517446387,0.8136847146854645,1.3442965000019178,1.8557441256952942,39.0,0.5,-1.541973793074956,1.0,5.0,15.334360163118031,0.09467573676632922,0.10332774495893671,0.12317965950786348,0.1029151688799868,0.1137356385390118,5.0,0.1029151688799868,183.7469661580559,1.1434826238033513,1.2305784805774576,1.3673931348695043,1.5525020276797588,1.2728320985893686,1.2739124267129407,0.512018066365547,-1.4735494451116118,1.0,1.2332011151547375,42.0,40.0,-1.9579116880351706,-1.3050410517446387,0.8136847146854645,1.3442965000019178,1.8557441256952942,39.0,0.5
ID08_DCHA,161.11889077190023,0.8779601224964463,0.5193151140346425,0.9623789374906285,0.7612868931783513,0.713556462896913,1.003604438983094,1.2234347928994793,-0.7541735014596207,1.0,22.0,24.0,-2.075530476028739,-0.6981434225212326,0.14784288652729627,0.6648210684029328,2.514017329346363,67.0,0.4066666666666667,-1.5943376373900866,1.0,6.0,16.546022572036268,0.147511281531697,0.13687134515896326,0.1524242934442046,0.11104713135594811,0.11170117517366857,7.0,0.11104713135594811,161.11889077190023,0.8779601224964463,0.5193151140346425,0.9623789374906285,0.7612868931783513,0.713556462896913,1.003604438983094,1.2234347928994793,-0.7541735014596207,1.0,1.0813348373953036,22.0,24.0,-2.075530476028739,-0.6981434225212326,0.14784288652729627,0.6648210684029328,2.514017329346363,67.0,0.4066666666666667
