Feature_Type,Model,Train_Accuracy,Test_Accuracy,Train_F1,Test_F1,Train_Loss,Test_Loss,Overfitting,Suspicious,Score
tsfresh,KNeighborsClassifier,0.846875,0.8,0.8457671957671957,0.798559644489877,0.32745576101207846,3.828486781726512,0.046875,False,0.8
tsfresh,RandomForestClassifier,0.965625,0.8375,0.9656783227640215,0.8375946902904541,0.1927107552705944,0.46829980650138925,0.12812499999999993,False,0.7734375
tsfresh,DecisionTreeClassifier,0.928125,0.7875,0.9281612879973942,0.7851142759679346,0.112721110799606,7.263661292256836,0.140625,False,0.7171875
tsfresh,AdaBoostClassifier,0.75625,0.8375,0.7663725744750827,0.8449707602339182,1.3075736024642861,1.3104280896952916,-0.08125000000000004,True,0.7062499999999999
classical,LogisticRegression,0.678125,0.6625,0.6759222961106095,0.6603618942033576,0.8086678012974146,0.8066196594259456,0.015625,False,0.6625
tsfresh,LogisticRegression,0.675,0.7875,0.6764370527640166,0.7927337398373984,0.7365011993589297,0.6445636330678715,-0.11249999999999993,True,0.625
classical,AdaBoostClassifier,0.6125,0.575,0.5992310576148429,0.5624187133621096,1.3203810680955468,1.3269498814091674,0.03750000000000009,False,0.575
fi_tsfresh,AdaBoostClassifier,0.49375,0.475,0.429304990082472,0.4145833333333333,1.3350197185416661,1.3422190770534765,0.018750000000000044,False,0.475
fi_tsfresh,LogisticRegression,0.53125,0.475,0.5297160084196197,0.45675764697503834,1.0404592651392237,1.1751055211597845,0.05625000000000002,False,0.44687499999999997
