Model,CV_Accuracy,Test_Accuracy,Status
XGBClassifier,0.815,1.0,✅ OK
RandomForestClassifier,0.8233333333333333,1.0,✅ OK
DecisionTreeClassifier,0.7383333333333333,0.9783333333333334,✅ OK
KNeighborsClassifier,0.7533333333333333,1.0,✅ OK
AdaBoostClassifier,0.6033333333333334,0.6166666666666667,✅ OK
LogisticRegression,0.6349999999999999,0.655,✅ OK
