Model,CV_Accuracy,Test_Accuracy,Status
XGBClassifier,0.6785141305689252,1.0,✅ OK
RandomForestClassifier,0.6922127607059115,1.0,✅ OK
DecisionTreeClassifier,0.579106503764038,0.7601809954751131,✅ OK
KNeighborsClassifier,0.6694434160187585,0.7194570135746606,✅ OK
AdaBoostClassifier,0.6425398000740467,0.7194570135746606,✅ OK
LogisticRegression,0.6563618412933482,0.9864253393665159,✅ OK
