Model,CV_Accuracy,Test_Accuracy,Time_s,Status
XGBClassifier,0.5611384111384112,1.0,12.514785528182983,✅ OK
RandomForestClassifier,0.5837428337428338,1.0,2.8162577152252197,✅ OK
LogisticRegression,0.5610565110565111,0.579185520361991,0.40421485900878906,✅ OK
