Model,CV_Accuracy,Test_Accuracy,Time_s,Status
XGBClassifier,0.4297706797706798,1.0,2.9777519702911377,✅ OK
RandomForestClassifier,0.4299344799344799,0.8144796380090498,1.914952278137207,✅ OK
LogisticRegression,0.45257985257985256,0.5113122171945701,0.49649477005004883,✅ OK
