Model,CV_Accuracy,Test_Accuracy,Status
XGBClassifier,0.5701592002961866,0.9457013574660633,✅ OK
RandomForestClassifier,0.6243983709737134,0.9502262443438914,✅ OK
DecisionTreeClassifier,0.5926817228187091,0.6968325791855203,✅ OK
KNeighborsClassifier,0.5700357892138714,1.0,✅ OK
AdaBoostClassifier,0.6110082685425152,0.6515837104072398,✅ OK
LogisticRegression,0.5971245217820561,0.6515837104072398,✅ OK
