Model,CV_Accuracy,Test_Accuracy,Status
XGB,0.41187551187551186,1.0,✅ OK
XGBClassifier,0.41187551187551186,1.0,✅ OK
RandomForest,0.39819819819819824,1.0,✅ OK
RandomForestClassifier,0.39819819819819824,1.0,✅ OK
LogisticRegression,0.4254299754299754,0.5113122171945701,✅ OK
LogisticRegressionClassifier,0.4254299754299754,0.5113122171945701,✅ OK
