Model,CV_Accuracy,Test_Accuracy,Time_s,Status
XGBClassifier,0.7066666666666667,1.0,16.381001472473145,✅ OK
RandomForestClassifier,0.7016666666666667,0.9933333333333333,2.1497769355773926,✅ OK
LogisticRegression,0.48666666666666664,0.5216666666666666,0.6695168018341064,✅ OK
