Model,CV_Accuracy,Test_Accuracy,Status
XGBClassifier,0.48876959150931754,1.0,✅ OK
RandomForestClassifier,0.5022213994816734,1.0,✅ OK
DecisionTreeClassifier,0.4342835986671603,0.5203619909502263,✅ OK
KNeighborsClassifier,0.4843884980871282,1.0,✅ OK
AdaBoostClassifier,0.4664321856102678,0.5565610859728507,✅ OK
LogisticRegression,0.4934592126372948,0.5158371040723982,✅ OK
