Model,CV_Accuracy,Test_Accuracy,Status
XGB,0.6983333333333333,1.0,✅ OK
XGBClassifier,0.6983333333333333,1.0,✅ OK
RandomForest,0.6916666666666667,0.985,✅ OK
RandomForestClassifier,0.6916666666666667,0.985,✅ OK
LogisticRegression,0.4633333333333334,0.5216666666666666,✅ OK
LogisticRegressionClassifier,0.4633333333333334,0.5216666666666666,✅ OK
